Partner_Name,Model_Name,Model_ID,Tier,Frequency,Period,Year,KPI,Value,Threshold,Anomaly_Flag,Uploaded_On,Model_Info,Report_Summary
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2022,CSI,0.92,0.88,True,2022-07-16,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.920 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2023,PSI,0.264,0.25,True,2023-08-06,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.264 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2021,KS,0.534,0.5,False,2021-05-04,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.534 vs threshold 0.5
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2022,KS,0.532,0.5,False,2022-02-23,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards KS of 0.532 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2023,PDO,0.655,0.7,True,2023-01-07,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.655 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2021,PSI,0.201,0.25,False,2021-10-05,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.201 vs threshold 0.25
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2022,CSI,0.881,0.88,True,2022-03-03,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.881 vs threshold 0.88
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2022,CSI,0.886,0.88,True,2022-05-13,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.886 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2021,PDO,0.697,0.7,True,2021-01-04,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PDO of 0.697 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2023,KS,0.546,0.5,False,2023-05-09,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.546 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2022,AUC,0.687,0.7,True,2022-01-16,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.687 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2022,CSI,0.862,0.88,False,2022-09-26,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.862 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2021,PSI,0.205,0.25,False,2021-10-04,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PSI of 0.205 vs threshold 0.25
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2021,Gini,0.593,0.6,True,2021-03-08,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.593 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2021,PSI,0.208,0.25,False,2021-04-30,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.208 vs threshold 0.25
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2022,AUC,0.652,0.7,True,2022-08-16,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.652 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,KS,0.455,0.5,True,2021-12-28,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.455 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2021,KS,0.51,0.5,False,2021-09-25,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.510 vs threshold 0.5
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2022,Gini,0.553,0.6,True,2022-05-06,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.553 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2021,PDO,0.669,0.7,True,2021-04-12,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.669 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2023,PDO,0.694,0.7,True,2023-03-27,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.694 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2021,KS,0.527,0.5,False,2021-02-27,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.527 vs threshold 0.5
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2022,PDO,0.67,0.7,True,2022-09-16,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PDO of 0.670 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2021,KS,0.458,0.5,True,2021-09-06,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.458 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2022,PDO,0.723,0.7,False,2022-02-23,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.723 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2022,KS,0.493,0.5,True,2022-01-19,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.493 vs threshold 0.5
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2021,KS,0.532,0.5,False,2021-12-27,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.532 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2021,PSI,0.232,0.25,False,2021-04-26,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.232 vs threshold 0.25
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2023,Gini,0.613,0.6,False,2023-06-06,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.613 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2022,CSI,0.898,0.88,True,2022-08-15,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.898 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2022,PDO,0.653,0.7,True,2022-12-07,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.653 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2022,CSI,0.895,0.88,True,2022-03-25,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.895 vs threshold 0.88
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2021,Gini,0.552,0.6,True,2021-02-06,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.552 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2023,PSI,0.216,0.25,False,2023-09-03,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.216 vs threshold 0.25
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2021,KS,0.517,0.5,False,2021-01-31,estimates customer retention likelihood,Retention_C estimates customer retention likelihood KS of 0.517 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2022,AUC,0.727,0.7,False,2022-09-06,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.727 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2022,CSI,0.833,0.88,False,2022-09-06,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards CSI of 0.833 vs threshold 0.88
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2023,CSI,0.911,0.88,True,2023-11-01,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.911 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2023,PSI,0.253,0.25,True,2023-12-08,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PSI of 0.253 vs threshold 0.25
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2021,Gini,0.624,0.6,False,2021-03-12,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services Gini of 0.624 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2023,Gini,0.567,0.6,True,2023-04-03,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.567 vs threshold 0.6
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2022,KS,0.48,0.5,True,2022-11-30,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.480 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2022,CSI,0.906,0.88,True,2022-01-27,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.906 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2021,Gini,0.64,0.6,False,2021-05-25,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time Gini of 0.640 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2022,CSI,0.874,0.88,False,2022-06-18,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.874 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2022,PSI,0.237,0.25,False,2022-03-09,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PSI of 0.237 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2023,PDO,0.704,0.7,False,2023-09-12,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.704 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2021,CSI,0.898,0.88,True,2021-04-29,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.898 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2022,AUC,0.675,0.7,True,2022-09-17,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.675 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2022,Gini,0.622,0.6,False,2022-05-15,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.622 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2021,CSI,0.901,0.88,True,2021-03-09,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.901 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2023,AUC,0.692,0.7,True,2023-02-26,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards AUC of 0.692 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2021,Gini,0.555,0.6,True,2021-11-22,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.555 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2022,AUC,0.698,0.7,True,2022-09-12,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.698 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2021,Gini,0.568,0.6,True,2021-06-16,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.568 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2023,KS,0.476,0.5,True,2023-06-03,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards KS of 0.476 vs threshold 0.5
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2022,PSI,0.254,0.25,True,2022-08-15,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.254 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2021,KS,0.542,0.5,False,2021-08-05,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.542 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2021,KS,0.48,0.5,True,2021-06-06,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.480 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2022,AUC,0.664,0.7,True,2022-12-24,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.664 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2023,CSI,0.84,0.88,False,2023-12-03,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.840 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2021,CSI,0.928,0.88,True,2021-11-25,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards CSI of 0.928 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2023,PDO,0.716,0.7,False,2023-09-26,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PDO of 0.716 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,KS,0.457,0.5,True,2021-11-15,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.457 vs threshold 0.5
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2021,PDO,0.741,0.7,False,2021-12-28,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.741 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2022,CSI,0.909,0.88,True,2022-08-24,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.909 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2023,AUC,0.656,0.7,True,2023-04-13,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.656 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2023,CSI,0.894,0.88,True,2023-05-11,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.894 vs threshold 0.88
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2022,AUC,0.726,0.7,False,2022-12-15,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.726 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2022,CSI,0.873,0.88,False,2022-12-27,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.873 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2021,PDO,0.717,0.7,False,2021-04-24,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.717 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2021,PDO,0.688,0.7,True,2021-11-09,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PDO of 0.688 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2022,PDO,0.676,0.7,True,2022-02-14,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.676 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2022,CSI,0.918,0.88,True,2022-06-24,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.918 vs threshold 0.88
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2022,AUC,0.664,0.7,True,2022-02-17,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.664 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2022,KS,0.523,0.5,False,2022-07-13,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards KS of 0.523 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2022,PSI,0.257,0.25,True,2022-11-06,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PSI of 0.257 vs threshold 0.25
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2021,CSI,0.883,0.88,True,2021-04-08,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards CSI of 0.883 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2023,CSI,0.907,0.88,True,2023-08-31,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.907 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2022,AUC,0.721,0.7,False,2022-12-15,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.721 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2023,KS,0.535,0.5,False,2023-03-18,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.535 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2022,PSI,0.251,0.25,True,2022-02-03,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.251 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2023,CSI,0.863,0.88,False,2023-01-30,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.863 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2021,AUC,0.747,0.7,False,2021-01-23,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.747 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2022,PSI,0.262,0.25,True,2022-12-12,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.262 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2023,KS,0.494,0.5,True,2023-03-27,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.494 vs threshold 0.5
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2023,KS,0.514,0.5,False,2023-09-05,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards KS of 0.514 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2021,KS,0.478,0.5,True,2021-01-05,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.478 vs threshold 0.5
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2022,CSI,0.913,0.88,True,2022-07-16,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.913 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,AUC,0.735,0.7,False,2021-12-28,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.735 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2021,AUC,0.719,0.7,False,2021-01-19,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.719 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2021,AUC,0.658,0.7,True,2021-09-19,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards AUC of 0.658 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2023,KS,0.503,0.5,False,2023-08-13,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.503 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2022,Gini,0.581,0.6,True,2022-05-13,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.581 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2022,AUC,0.664,0.7,True,2022-07-20,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards AUC of 0.664 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2022,Gini,0.601,0.6,False,2022-04-05,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.601 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2023,CSI,0.843,0.88,False,2023-12-17,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.843 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2023,CSI,0.838,0.88,False,2023-04-19,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.838 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2021,PDO,0.735,0.7,False,2021-04-17,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.735 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2021,PDO,0.672,0.7,True,2021-07-24,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PDO of 0.672 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2021,Gini,0.624,0.6,False,2021-03-27,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.624 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,KS,0.531,0.5,False,2021-10-06,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.531 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2022,KS,0.459,0.5,True,2022-03-06,estimates customer retention likelihood,Retention_C estimates customer retention likelihood KS of 0.459 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2022,PSI,0.22,0.25,False,2022-09-06,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.220 vs threshold 0.25
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2022,PDO,0.7,0.7,False,2022-10-24,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.700 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2021,AUC,0.696,0.7,True,2021-07-23,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring AUC of 0.696 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2022,AUC,0.748,0.7,False,2022-05-07,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.748 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2021,PSI,0.213,0.25,False,2021-07-31,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.213 vs threshold 0.25
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2021,CSI,0.924,0.88,True,2021-01-04,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards CSI of 0.924 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2021,PDO,0.661,0.7,True,2021-01-28,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.661 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2021,PDO,0.678,0.7,True,2021-12-05,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PDO of 0.678 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2023,KS,0.483,0.5,True,2023-02-08,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.483 vs threshold 0.5
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2023,KS,0.464,0.5,True,2023-05-11,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.464 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2023,Gini,0.557,0.6,True,2023-01-11,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time Gini of 0.557 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2023,Gini,0.599,0.6,True,2023-06-08,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time Gini of 0.599 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2021,AUC,0.7,0.7,False,2021-01-19,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.700 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2022,KS,0.468,0.5,True,2022-06-25,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.468 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2023,PDO,0.662,0.7,True,2023-07-30,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PDO of 0.662 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2022,Gini,0.56,0.6,True,2022-08-22,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.560 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2023,Gini,0.632,0.6,False,2023-02-06,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.632 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2022,PDO,0.698,0.7,True,2022-12-16,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.698 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2022,Gini,0.585,0.6,True,2022-05-03,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.585 vs threshold 0.6
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2021,CSI,0.861,0.88,False,2021-12-14,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.861 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2023,Gini,0.645,0.6,False,2023-07-06,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.645 vs threshold 0.6
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2021,Gini,0.571,0.6,True,2021-03-27,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.571 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2021,CSI,0.927,0.88,True,2021-01-18,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.927 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2023,PSI,0.203,0.25,False,2023-11-02,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PSI of 0.203 vs threshold 0.25
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2021,AUC,0.703,0.7,False,2021-03-09,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards AUC of 0.703 vs threshold 0.7
